fecha,hora,consumo_kwh
2027-05-15,10,27.99
2027-05-15,11,30.24
2027-05-15,12,31.14
2027-05-15,13,30.32
2027-05-15,14,28.34
2027-05-15,15,26.38
2027-05-15,16,25.59
2027-05-15,17,26.32
2027-05-15,18,27.71
2027-05-15,19,28.29
2027-05-15,20,27.22
2027-05-15,21,24.96
2027-05-15,22,22.69
2027-05-15,23,21.16
2027-05-15,24,20.43
2027-05-16,1,20.0
2027-05-16,2,20.0
2027-05-16,3,20.01
2027-05-16,4,20.05
2027-05-16,5,20.19
2027-05-16,6,20.55
2027-05-16,7,21.37
2027-05-16,8,22.9
2027-05-16,9,25.2
2027-05-16,10,27.88
2027-05-16,11,30.12
2027-05-16,12,31.02
2027-05-16,13,30.21
2027-05-16,14,28.23
2027-05-16,15,26.28
2027-05-16,16,25.5
2027-05-16,17,26.22
2027-05-16,18,27.61
2027-05-16,19,28.18
2027-05-16,20,27.11
2027-05-16,21,24.86
2027-05-16,22,22.6
2027-05-16,23,21.08
2027-05-16,24,20.35
2027-05-17,1,36.23
2027-05-17,2,36.23
2027-05-17,3,36.25
2027-05-17,4,36.32
2027-05-17,5,36.56
2027-05-17,6,37.22
2027-05-17,7,38.71
2027-05-17,8,41.48
2027-05-17,9,45.64
2027-05-17,10,50.5
2027-05-17,11,54.56
2027-05-17,12,56.18
2027-05-17,13,54.72
2027-05-17,14,51.14
2027-05-17,15,47.6
2027-05-17,16,46.18
2027-05-17,17,47.5
2027-05-17,18,50.01
2027-05-17,19,51.05
2027-05-17,20,49.11
2027-05-17,21,45.04
2027-05-17,22,40.93
2027-05-17,23,38.19
2027-05-17,24,36.86
2027-05-18,1,36.09
2027-05-18,2,36.09
2027-05-18,3,36.11
2027-05-18,4,36.19
2027-05-18,5,36.42
2027-05-18,6,37.08
2027-05-18,7,38.56
2027-05-18,8,41.32
2027-05-18,9,45.47
2027-05-18,10,50.31
2027-05-18,11,54.36
2027-05-18,12,55.97
2027-05-18,13,54.51
2027-05-18,14,50.95
2027-05-18,15,47.42
2027-05-18,16,46.01
2027-05-18,17,47.32
2027-05-18,18,49.82
2027-05-18,19,50.86
2027-05-18,20,48.92
2027-05-18,21,44.87
2027-05-18,22,40.78
2027-05-18,23,38.04
2027-05-18,24,36.72
2027-05-19,1,35.96
2027-05-19,2,35.96
2027-05-19,3,35.98
2027-05-19,4,36.05
2027-05-19,5,36.29
2027-05-19,6,36.94
2027-05-19,7,38.42
2027-05-19,8,41.17
2027-05-19,9,45.3
2027-05-19,10,50.12
2027-05-19,11,54.15
2027-05-19,12,55.76
2027-05-19,13,54.31
2027-05-19,14,50.76
2027-05-19,15,47.24
2027-05-19,16,45.84
2027-05-19,17,47.14
2027-05-19,18,49.63
2027-05-19,19,50.67
2027-05-19,20,48.74
2027-05-19,21,44.7
2027-05-19,22,40.63
2027-05-19,23,37.9
2027-05-19,24,36.59
2027-05-20,1,35.82
2027-05-20,2,35.83
2027-05-20,3,35.84
2027-05-20,4,35.92
2027-05-20,5,36.15
2027-05-20,6,36.8
2027-05-20,7,38.27
2027-05-20,8,41.01
2027-05-20,9,45.13
2027-05-20,10,49.94
2027-05-20,11,53.95
2027-05-20,12,55.55
2027-05-20,13,54.11
2027-05-20,14,50.57
2027-05-20,15,47.07
2027-05-20,16,45.67
2027-05-20,17,46.96
2027-05-20,18,49.45
2027-05-20,19,50.48
2027-05-20,20,48.56
2027-05-20,21,44.53
2027-05-20,22,40.48
2027-05-20,23,37.76
2027-05-20,24,36.45
2027-05-21,1,35.69
2027-05-21,2,35.69
2027-05-21,3,35.71
2027-05-21,4,35.78
2027-05-21,5,36.02
2027-05-21,6,36.66
2027-05-21,7,38.13
2027-05-21,8,40.86
2027-05-21,9,44.96
2027-05-21,10,49.75
2027-05-21,11,53.75
2027-05-21,12,55.35
2027-05-21,13,53.91
2027-05-21,14,50.38
2027-05-21,15,46.89
2027-05-21,16,45.5
2027-05-21,17,46.79
2027-05-21,18,49.26
2027-05-21,19,50.29
2027-05-21,20,48.38
2027-05-21,21,44.37
2027-05-21,22,40.33
2027-05-21,23,37.62
2027-05-21,24,36.32
2027-05-22,1,19.56
2027-05-22,2,19.56
2027-05-22,3,19.57
2027-05-22,4,19.61
2027-05-22,5,19.74
2027-05-22,6,20.09
2027-05-22,7,20.9
2027-05-22,8,22.39
2027-05-22,9,24.64
2027-05-22,10,27.26
2027-05-22,11,29.45
2027-05-22,12,30.33
2027-05-22,13,29.54
2027-05-22,14,27.61
2027-05-22,15,25.7
2027-05-22,16,24.93
2027-05-22,17,25.64
2027-05-22,18,26.99
2027-05-22,19,27.56
2027-05-22,20,26.51
2027-05-22,21,24.31
2027-05-22,22,22.1
2027-05-22,23,20.62
2027-05-22,24,19.9
2027-05-23,1,19.48
2027-05-23,2,19.49
2027-05-23,3,19.5
2027-05-23,4,19.54
2027-05-23,5,19.67
2027-05-23,6,20.02
2027-05-23,7,20.82
2027-05-23,8,22.31
2027-05-23,9,24.55
2027-05-23,10,27.16
2027-05-23,11,29.35
2027-05-23,12,30.22
2027-05-23,13,29.43
2027-05-23,14,27.51
2027-05-23,15,25.6
2027-05-23,16,24.84
2027-05-23,17,25.55
2027-05-23,18,26.9
2027-05-23,19,27.46
2027-05-23,20,26.41
2027-05-23,21,24.22
2027-05-23,22,22.02
2027-05-23,23,20.54
2027-05-23,24,19.83
2027-05-24,1,35.3
2027-05-24,2,35.3
2027-05-24,3,35.32
2027-05-24,4,35.39
2027-05-24,5,35.62
2027-05-24,6,36.26
2027-05-24,7,37.71
2027-05-24,8,40.41
2027-05-24,9,44.47
2027-05-24,10,49.21
2027-05-24,11,53.16
2027-05-24,12,54.74
2027-05-24,13,53.32
2027-05-24,14,49.83
2027-05-24,15,46.38
2027-05-24,16,45.0
2027-05-24,17,46.28
2027-05-24,18,48.72
2027-05-24,19,49.74
2027-05-24,20,47.85
2027-05-24,21,43.88
2027-05-24,22,39.89
2027-05-24,23,37.21
2027-05-24,24,35.92
2027-05-25,1,35.17
2027-05-25,2,35.17
2027-05-25,3,35.19
2027-05-25,4,35.26
2027-05-25,5,35.5
2027-05-25,6,36.13
2027-05-25,7,37.58
2027-05-25,8,40.27
2027-05-25,9,44.31
2027-05-25,10,49.03
2027-05-25,11,52.97
2027-05-25,12,54.54
2027-05-25,13,53.12
2027-05-25,14,49.65
2027-05-25,15,46.21
2027-05-25,16,44.84
2027-05-25,17,46.11
2027-05-25,18,48.55
2027-05-25,19,49.56
2027-05-25,20,47.68
2027-05-25,21,43.73
2027-05-25,22,39.74
2027-05-25,23,37.07
2027-05-25,24,35.79
2027-05-26,1,35.05
2027-05-26,2,35.05
2027-05-26,3,35.07
2027-05-26,4,35.14
2027-05-26,5,35.37
2027-05-26,6,36.0
2027-05-26,7,37.44
2027-05-26,8,40.12
2027-05-26,9,44.15
2027-05-26,10,48.86
2027-05-26,11,52.78
2027-05-26,12,54.35
2027-05-26,13,52.93
2027-05-26,14,49.47
2027-05-26,15,46.05
2027-05-26,16,44.68
2027-05-26,17,45.95
2027-05-26,18,48.37
2027-05-26,19,49.39
2027-05-26,20,47.51
2027-05-26,21,43.57
2027-05-26,22,39.6
2027-05-26,23,36.94
2027-05-26,24,35.66
2027-05-27,1,34.92
2027-05-27,2,34.92
2027-05-27,3,34.94
2027-05-27,4,35.01
2027-05-27,5,35.24
2027-05-27,6,35.88
2027-05-27,7,37.31
2027-05-27,8,39.98
2027-05-27,9,43.99
2027-05-27,10,48.68
2027-05-27,11,52.59
2027-05-27,12,54.16
2027-05-27,13,52.75
2027-05-27,14,49.3
2027-05-27,15,45.88
2027-05-27,16,44.52
2027-05-27,17,45.78
2027-05-27,18,48.2
2027-05-27,19,49.21
2027-05-27,20,47.34
2027-05-27,21,43.41
2027-05-27,22,39.46
2027-05-27,23,36.81
2027-05-27,24,35.53
2027-05-28,1,34.8
2027-05-28,2,34.8
2027-05-28,3,34.82
2027-05-28,4,34.89
2027-05-28,5,35.12
2027-05-28,6,35.75
2027-05-28,7,37.18
2027-05-28,8,39.84
2027-05-28,9,43.84
2027-05-28,10,48.51
2027-05-28,11,52.41
2027-05-28,12,53.97
2027-05-28,13,52.56
2027-05-28,14,49.12
2027-05-28,15,45.72
2027-05-28,16,44.36
2027-05-28,17,45.62
2027-05-28,18,48.03
2027-05-28,19,49.04
2027-05-28,20,47.17
2027-05-28,21,43.26
2027-05-28,22,39.32
2027-05-28,23,36.68
2027-05-28,24,35.41
2027-05-29,1,19.07
2027-05-29,2,19.07
2027-05-29,3,19.08
2027-05-29,4,19.12
2027-05-29,5,19.25
2027-05-29,6,19.59
2027-05-29,7,20.38
2027-05-29,8,21.84
2027-05-29,9,24.03
2027-05-29,10,26.59
2027-05-29,11,28.72
2027-05-29,12,29.58
2027-05-29,13,28.81
2027-05-29,14,26.92
2027-05-29,15,25.06
2027-05-29,16,24.31
2027-05-29,17,25.0
2027-05-29,18,26.33
2027-05-29,19,26.88
2027-05-29,20,25.85
2027-05-29,21,23.71
2027-05-29,22,21.55
2027-05-29,23,20.1
2027-05-29,24,19.41
2027-05-30,1,19.01
2027-05-30,2,19.01
2027-05-30,3,19.02
2027-05-30,4,19.06
2027-05-30,5,19.18
2027-05-30,6,19.53
2027-05-30,7,20.31
2027-05-30,8,21.76
2027-05-30,9,23.94
2027-05-30,10,26.5
2027-05-30,11,28.63
2027-05-30,12,29.48
2027-05-30,13,28.71
2027-05-30,14,26.83
2027-05-30,15,24.97
2027-05-30,16,24.23
2027-05-30,17,24.92
2027-05-30,18,26.24
2027-05-30,19,26.78
2027-05-30,20,25.77
2027-05-30,21,23.63
2027-05-30,22,21.48
2027-05-30,23,20.03
2027-05-30,24,19.34
2027-05-31,1,34.44
2027-05-31,2,34.44
2027-05-31,3,34.46
2027-05-31,4,34.53
2027-05-31,5,34.76
2027-05-31,6,35.38
2027-05-31,7,36.8
2027-05-31,8,39.43
2027-05-31,9,43.38
2027-05-31,10,48.01
2027-05-31,11,51.87
2027-05-31,12,53.41
2027-05-31,13,52.02
2027-05-31,14,48.61
2027-05-31,15,45.25
2027-05-31,16,43.9
2027-05-31,17,45.15
2027-05-31,18,47.54
2027-05-31,19,48.53
2027-05-31,20,46.69
2027-05-31,21,42.81
2027-05-31,22,38.91
2027-05-31,23,36.3
2027-05-31,24,35.04
2027-06-01,1,34.32
2027-06-01,2,34.33
2027-06-01,3,34.34
2027-06-01,4,34.41
2027-06-01,5,34.64
2027-06-01,6,35.26
2027-06-01,7,36.67
2027-06-01,8,39.3
2027-06-01,9,43.24
2027-06-01,10,47.85
2027-06-01,11,51.69
2027-06-01,12,53.23
2027-06-01,13,51.84
2027-06-01,14,48.45
2027-06-01,15,45.1
2027-06-01,16,43.75
2027-06-01,17,45.0
2027-06-01,18,47.38
2027-06-01,19,48.37
2027-06-01,20,46.53
2027-06-01,21,42.67
2027-06-01,22,38.78
2027-06-01,23,36.18
2027-06-01,24,34.92
2027-06-02,1,34.21
2027-06-02,2,34.21
2027-06-02,3,34.23
2027-06-02,4,34.3
2027-06-02,5,34.52
2027-06-02,6,35.14
2027-06-02,7,36.55
2027-06-02,8,39.17
2027-06-02,9,43.09
2027-06-02,10,47.69
2027-06-02,11,51.52
2027-06-02,12,53.05
2027-06-02,13,51.67
2027-06-02,14,48.29
2027-06-02,15,44.94
2027-06-02,16,43.61
2027-06-02,17,44.85
2027-06-02,18,47.22
2027-06-02,19,48.21
2027-06-02,20,46.37
2027-06-02,21,42.53
2027-06-02,22,38.65
2027-06-02,23,36.06
2027-06-02,24,34.81
2027-06-03,1,34.09
2027-06-03,2,34.1
2027-06-03,3,34.11
2027-06-03,4,34.18
2027-06-03,5,34.41
2027-06-03,6,35.03
2027-06-03,7,36.43
2027-06-03,8,39.04
2027-06-03,9,42.95
2027-06-03,10,47.53
2027-06-03,11,51.35
2027-06-03,12,52.87
2027-06-03,13,51.5
2027-06-03,14,48.13
2027-06-03,15,44.8
2027-06-03,16,43.46
2027-06-03,17,44.7
2027-06-03,18,47.06
2027-06-03,19,48.05
2027-06-03,20,46.22
2027-06-03,21,42.39
2027-06-03,22,38.52
2027-06-03,23,35.94
2027-06-03,24,34.69
2027-06-04,1,33.98
2027-06-04,2,33.99
2027-06-04,3,34.0
2027-06-04,4,34.07
2027-06-04,5,34.3
2027-06-04,6,34.91
2027-06-04,7,36.31
2027-06-04,8,38.91
2027-06-04,9,42.81
2027-06-04,10,47.37
2027-06-04,11,51.18
2027-06-04,12,52.7
2027-06-04,13,51.33
2027-06-04,14,47.97
2027-06-04,15,44.65
2027-06-04,16,43.32
2027-06-04,17,44.55
2027-06-04,18,46.91
2027-06-04,19,47.89
2027-06-04,20,46.07
2027-06-04,21,42.25
2027-06-04,22,38.4
2027-06-04,23,35.82
2027-06-04,24,34.58
2027-06-05,1,18.63
2027-06-05,2,18.63
2027-06-05,3,18.64
2027-06-05,4,18.68
2027-06-05,5,18.8
2027-06-05,6,19.14
2027-06-05,7,19.91
2027-06-05,8,21.33
2027-06-05,9,23.47
2027-06-05,10,25.97
2027-06-05,11,28.06
2027-06-05,12,28.89
2027-06-05,13,28.14
2027-06-05,14,26.3
2027-06-05,15,24.48
2027-06-05,16,23.75
2027-06-05,17,24.43
2027-06-05,18,25.72
2027-06-05,19,26.25
2027-06-05,20,25.26
2027-06-05,21,23.16
2027-06-05,22,21.05
2027-06-05,23,19.64
2027-06-05,24,18.96
2027-06-06,1,18.57
2027-06-06,2,18.57
2027-06-06,3,18.58
2027-06-06,4,18.62
2027-06-06,5,18.74
2027-06-06,6,19.08
2027-06-06,7,19.84
2027-06-06,8,21.26
2027-06-06,9,23.39
2027-06-06,10,25.89
2027-06-06,11,27.97
2027-06-06,12,28.8
2027-06-06,13,28.05
2027-06-06,14,26.22
2027-06-06,15,24.4
2027-06-06,16,23.67
2027-06-06,17,24.35
2027-06-06,18,25.63
2027-06-06,19,26.17
2027-06-06,20,25.17
2027-06-06,21,23.09
2027-06-06,22,20.98
2027-06-06,23,19.58
2027-06-06,24,18.9
2027-06-07,1,33.66
2027-06-07,2,33.66
2027-06-07,3,33.68
2027-06-07,4,33.75
2027-06-07,5,33.97
2027-06-07,6,34.58
2027-06-07,7,35.96
2027-06-07,8,38.54
2027-06-07,9,42.4
2027-06-07,10,46.92
2027-06-07,11,50.69
2027-06-07,12,52.2
2027-06-07,13,50.84
2027-06-07,14,47.51
2027-06-07,15,44.22
2027-06-07,16,42.91
2027-06-07,17,44.13
2027-06-07,18,46.46
2027-06-07,19,47.43
2027-06-07,20,45.63
2027-06-07,21,41.85
2027-06-07,22,38.03
2027-06-07,23,35.48
2027-06-07,24,34.25
2027-06-08,1,33.55
2027-06-08,2,33.56
2027-06-08,3,33.58
2027-06-08,4,33.64
2027-06-08,5,33.87
2027-06-08,6,34.47
2027-06-08,7,35.85
2027-06-08,8,38.42
2027-06-08,9,42.27
2027-06-08,10,46.78
2027-06-08,11,50.54
2027-06-08,12,52.04
2027-06-08,13,50.68
2027-06-08,14,47.37
2027-06-08,15,44.09
2027-06-08,16,42.78
2027-06-08,17,43.99
2027-06-08,18,46.32
2027-06-08,19,47.29
2027-06-08,20,45.49
2027-06-08,21,41.72
2027-06-08,22,37.92
2027-06-08,23,35.37
2027-06-08,24,34.14
2027-06-09,1,33.45
2027-06-09,2,33.46
2027-06-09,3,33.47
2027-06-09,4,33.54
2027-06-09,5,33.76
2027-06-09,6,34.37
2027-06-09,7,35.74
2027-06-09,8,38.3
2027-06-09,9,42.14
2027-06-09,10,46.64
2027-06-09,11,50.38
2027-06-09,12,51.88
2027-06-09,13,50.53
2027-06-09,14,47.22
2027-06-09,15,43.95
2027-06-09,16,42.65
2027-06-09,17,43.86
2027-06-09,18,46.18
2027-06-09,19,47.14
2027-06-09,20,45.35
2027-06-09,21,41.59
2027-06-09,22,37.8
2027-06-09,23,35.26
2027-06-09,24,34.04
2027-06-10,1,33.35
2027-06-10,2,33.36
2027-06-10,3,33.37
2027-06-10,4,33.44
2027-06-10,5,33.66
2027-06-10,6,34.26
2027-06-10,7,35.64
2027-06-10,8,38.19
2027-06-10,9,42.02
2027-06-10,10,46.5
2027-06-10,11,50.23
2027-06-10,12,51.72
2027-06-10,13,50.38
2027-06-10,14,47.08
2027-06-10,15,43.82
2027-06-10,16,42.52
2027-06-10,17,43.73
2027-06-10,18,46.04
2027-06-10,19,47.0
2027-06-10,20,45.21
2027-06-10,21,41.46
2027-06-10,22,37.69
2027-06-10,23,35.16
2027-06-10,24,33.94
2027-06-11,1,33.25
2027-06-11,2,33.26
2027-06-11,3,33.27
2027-06-11,4,33.34
2027-06-11,5,33.56
2027-06-11,6,34.16
2027-06-11,7,35.53
2027-06-11,8,38.07
2027-06-11,9,41.89
2027-06-11,10,46.36
2027-06-11,11,50.08
2027-06-11,12,51.57
2027-06-11,13,50.23
2027-06-11,14,46.94
2027-06-11,15,43.69
2027-06-11,16,42.39
2027-06-11,17,43.6
2027-06-11,18,45.9
2027-06-11,19,46.86
2027-06-11,20,45.08
2027-06-11,21,41.34
2027-06-11,22,37.58
2027-06-11,23,35.05
2027-06-11,24,33.84
2027-06-12,1,18.24
2027-06-12,2,18.24
2027-06-12,3,18.25
2027-06-12,4,18.28
2027-06-12,5,18.41
2027-06-12,6,18.74
2027-06-12,7,19.49
2027-06-12,8,20.88
2027-06-12,9,22.97
2027-06-12,10,25.42
2027-06-12,11,27.47
2027-06-12,12,28.28
2027-06-12,13,27.55
2027-06-12,14,25.74
2027-06-12,15,23.96
2027-06-12,16,23.25
2027-06-12,17,23.91
2027-06-12,18,25.17
2027-06-12,19,25.7
2027-06-12,20,24.72
2027-06-12,21,22.67
2027-06-12,22,20.61
2027-06-12,23,19.22
2027-06-12,24,18.56
2027-06-13,1,18.19
2027-06-13,2,18.19
2027-06-13,3,18.2
2027-06-13,4,18.23
2027-06-13,5,18.35
2027-06-13,6,18.68
2027-06-13,7,19.43
2027-06-13,8,20.82
2027-06-13,9,22.91
2027-06-13,10,25.35
2027-06-13,11,27.39
2027-06-13,12,28.2
2027-06-13,13,27.47
2027-06-13,14,25.67
2027-06-13,15,23.89
2027-06-13,16,23.18
2027-06-13,17,23.84
2027-06-13,18,25.1
2027-06-13,19,25.63
2027-06-13,20,24.65
2027-06-13,21,22.61
2027-06-13,22,20.55
2027-06-13,23,19.17
2027-06-13,24,18.5
2027-06-14,1,32.97
2027-06-14,2,32.98
2027-06-14,3,32.99
2027-06-14,4,33.06
2027-06-14,5,33.28
2027-06-14,6,33.87
2027-06-14,7,35.23
2027-06-14,8,37.75
2027-06-14,9,41.54
2027-06-14,10,45.96
2027-06-14,11,49.66
2027-06-14,12,51.13
2027-06-14,13,49.8
2027-06-14,14,46.54
2027-06-14,15,43.32
2027-06-14,16,42.03
2027-06-14,17,43.23
2027-06-14,18,45.51
2027-06-14,19,46.46
2027-06-14,20,44.7
2027-06-14,21,40.99
2027-06-14,22,37.26
2027-06-14,23,34.76
2027-06-14,24,33.55
2027-06-15,1,32.88
2027-06-15,2,32.88
2027-06-15,3,32.9
2027-06-15,4,32.97
2027-06-15,5,33.19
2027-06-15,6,33.78
2027-06-15,7,35.13
2027-06-15,8,37.65
2027-06-15,9,41.42
2027-06-15,10,45.84
2027-06-15,11,49.52
2027-06-15,12,50.99
2027-06-15,13,49.67
2027-06-15,14,46.42
2027-06-15,15,43.2
2027-06-15,16,41.92
2027-06-15,17,43.11
2027-06-15,18,45.39
2027-06-15,19,46.34
2027-06-15,20,44.57
2027-06-15,21,40.88
2027-06-15,22,37.15
2027-06-15,23,34.66
2027-06-15,24,33.46
2027-06-16,1,32.79
2027-06-16,2,32.8
2027-06-16,3,32.81
2027-06-16,4,32.88
2027-06-16,5,33.1
2027-06-16,6,33.69
2027-06-16,7,35.04
2027-06-16,8,37.55
2027-06-16,9,41.31
2027-06-16,10,45.72
2027-06-16,11,49.39
2027-06-16,12,50.86
2027-06-16,13,49.53
2027-06-16,14,46.29
2027-06-16,15,43.09
2027-06-16,16,41.81
2027-06-16,17,42.99
2027-06-16,18,45.27
2027-06-16,19,46.21
2027-06-16,20,44.46
2027-06-16,21,40.77
2027-06-16,22,37.06
2027-06-16,23,34.57
2027-06-16,24,33.37
2027-06-17,1,32.71
2027-06-17,2,32.71
2027-06-17,3,32.73
2027-06-17,4,32.79
2027-06-17,5,33.01
2027-06-17,6,33.6
2027-06-17,7,34.95
2027-06-17,8,37.45
2027-06-17,9,41.2
2027-06-17,10,45.6
2027-06-17,11,49.26
2027-06-17,12,50.72
2027-06-17,13,49.4
2027-06-17,14,46.17
2027-06-17,15,42.97
2027-06-17,16,41.7
2027-06-17,17,42.88
2027-06-17,18,45.15
2027-06-17,19,46.09
2027-06-17,20,44.34
2027-06-17,21,40.66
2027-06-17,22,36.96
2027-06-17,23,34.48
2027-06-17,24,33.28
2027-06-18,1,32.62
2027-06-18,2,32.63
2027-06-18,3,32.64
2027-06-18,4,32.71
2027-06-18,5,32.93
2027-06-18,6,33.52
2027-06-18,7,34.86
2027-06-18,8,37.35
2027-06-18,9,41.1
2027-06-18,10,45.48
2027-06-18,11,49.14
2027-06-18,12,50.59
2027-06-18,13,49.28
2027-06-18,14,46.05
2027-06-18,15,42.86
2027-06-18,16,41.59
2027-06-18,17,42.77
2027-06-18,18,45.03
2027-06-18,19,45.97
2027-06-18,20,44.23
2027-06-18,21,40.56
2027-06-18,22,36.86
2027-06-18,23,34.39
2027-06-18,24,33.2
2027-06-19,1,17.9
2027-06-19,2,17.9
2027-06-19,3,17.91
2027-06-19,4,17.95
2027-06-19,5,18.06
2027-06-19,6,18.39
2027-06-19,7,19.12
2027-06-19,8,20.49
2027-06-19,9,22.55
2027-06-19,10,24.95
2027-06-19,11,26.96
2027-06-19,12,27.76
2027-06-19,13,27.03
2027-06-19,14,25.27
2027-06-19,15,23.52
2027-06-19,16,22.82
2027-06-19,17,23.47
2027-06-19,18,24.71
2027-06-19,19,25.22
2027-06-19,20,24.26
2027-06-19,21,22.25
2027-06-19,22,20.22
2027-06-19,23,18.87
2027-06-19,24,18.21
2027-06-20,1,17.85
2027-06-20,2,17.86
2027-06-20,3,17.87
2027-06-20,4,17.9
2027-06-20,5,18.02
2027-06-20,6,18.34
2027-06-20,7,19.08
2027-06-20,8,20.44
2027-06-20,9,22.49
2027-06-20,10,24.89
2027-06-20,11,26.89
2027-06-20,12,27.69
2027-06-20,13,26.97
2027-06-20,14,25.2
2027-06-20,15,23.46
2027-06-20,16,22.76
2027-06-20,17,23.41
2027-06-20,18,24.65
2027-06-20,19,25.16
2027-06-20,20,24.2
2027-06-20,21,22.2
2027-06-20,22,20.18
2027-06-20,23,18.82
2027-06-20,24,18.17
2027-06-21,1,32.39
2027-06-21,2,32.39
2027-06-21,3,32.41
2027-06-21,4,32.47
2027-06-21,5,32.69
2027-06-21,6,33.27
2027-06-21,7,34.6
2027-06-21,8,37.08
2027-06-21,9,40.8
2027-06-21,10,45.15
2027-06-21,11,48.78
2027-06-21,12,50.23
2027-06-21,13,48.92
2027-06-21,14,45.72
2027-06-21,15,42.55
2027-06-21,16,41.29
2027-06-21,17,42.46
2027-06-21,18,44.7
2027-06-21,19,45.64
2027-06-21,20,43.9
2027-06-21,21,40.26
2027-06-21,22,36.6
2027-06-21,23,34.14
2027-06-21,24,32.95
2027-06-22,1,32.31
2027-06-22,2,32.31
2027-06-22,3,32.33
2027-06-22,4,32.4
2027-06-22,5,32.61
2027-06-22,6,33.2
2027-06-22,7,34.52
2027-06-22,8,36.99
2027-06-22,9,40.7
2027-06-22,10,45.04
2027-06-22,11,48.66
2027-06-22,12,50.11
2027-06-22,13,48.8
2027-06-22,14,45.61
2027-06-22,15,42.45
2027-06-22,16,41.19
2027-06-22,17,42.36
2027-06-22,18,44.6
2027-06-22,19,45.53
2027-06-22,20,43.8
2027-06-22,21,40.17
2027-06-22,22,36.51
2027-06-22,23,34.06
2027-06-22,24,32.88
2027-06-23,1,32.24
2027-06-23,2,32.24
2027-06-23,3,32.26
2027-06-23,4,32.32
2027-06-23,5,32.54
2027-06-23,6,33.12
2027-06-23,7,34.45
2027-06-23,8,36.91
2027-06-23,9,40.61
2027-06-23,10,44.94
2027-06-23,11,48.56
2027-06-23,12,50.0
2027-06-23,13,48.69
2027-06-23,14,45.51
2027-06-23,15,42.36
2027-06-23,16,41.1
2027-06-23,17,42.27
2027-06-23,18,44.5
2027-06-23,19,45.43
2027-06-23,20,43.7
2027-06-23,21,40.08
2027-06-23,22,36.43
2027-06-23,23,33.98
2027-06-23,24,32.8
2027-06-24,1,32.17
2027-06-24,2,32.17
2027-06-24,3,32.19
2027-06-24,4,32.25
2027-06-24,5,32.47
2027-06-24,6,33.05
2027-06-24,7,34.37
2027-06-24,8,36.83
2027-06-24,9,40.53
2027-06-24,10,44.85
2027-06-24,11,48.45
2027-06-24,12,49.89
2027-06-24,13,48.59
2027-06-24,14,45.41
2027-06-24,15,42.27
2027-06-24,16,41.01
2027-06-24,17,42.17
2027-06-24,18,44.4
2027-06-24,19,45.33
2027-06-24,20,43.61
2027-06-24,21,39.99
2027-06-24,22,36.35
2027-06-24,23,33.91
2027-06-24,24,32.73
2027-06-25,1,32.1
2027-06-25,2,32.1
2027-06-25,3,32.12
2027-06-25,4,32.19
2027-06-25,5,32.4
2027-06-25,6,32.98
2027-06-25,7,34.3
2027-06-25,8,36.75
2027-06-25,9,40.44
2027-06-25,10,44.75
2027-06-25,11,48.35
2027-06-25,12,49.78
2027-06-25,13,48.49
2027-06-25,14,45.31
2027-06-25,15,42.18
2027-06-25,16,40.92
2027-06-25,17,42.09
2027-06-25,18,44.31
2027-06-25,19,45.24
2027-06-25,20,43.52
2027-06-25,21,39.91
2027-06-25,22,36.27
2027-06-25,23,33.84
2027-06-25,24,32.66
2027-06-26,1,17.62
2027-06-26,2,17.62
2027-06-26,3,17.63
2027-06-26,4,17.67
2027-06-26,5,17.78
2027-06-26,6,18.1
2027-06-26,7,18.83
2027-06-26,8,20.17
2027-06-26,9,22.2
2027-06-26,10,24.56
2027-06-26,11,26.54
2027-06-26,12,27.32
2027-06-26,13,26.61
2027-06-26,14,24.87
2027-06-26,15,23.15
2027-06-26,16,22.46
2027-06-26,17,23.1
2027-06-26,18,24.32
2027-06-26,19,24.83
2027-06-26,20,23.89
2027-06-26,21,21.9
2027-06-26,22,19.91
2027-06-26,23,18.57
2027-06-26,24,17.93
2027-06-27,1,17.58
2027-06-27,2,17.59
2027-06-27,3,17.6
2027-06-27,4,17.63
2027-06-27,5,17.75
2027-06-27,6,18.07
2027-06-27,7,18.79
2027-06-27,8,20.13
2027-06-27,9,22.15
2027-06-27,10,24.51
2027-06-27,11,26.48
2027-06-27,12,27.27
2027-06-27,13,26.56
2027-06-27,14,24.82
2027-06-27,15,23.1
2027-06-27,16,22.42
2027-06-27,17,23.05
2027-06-27,18,24.27
2027-06-27,19,24.78
2027-06-27,20,23.84
2027-06-27,21,21.86
2027-06-27,22,19.87
2027-06-27,23,18.54
2027-06-27,24,17.89
2027-06-28,1,31.91
2027-06-28,2,31.91
2027-06-28,3,31.93
2027-06-28,4,32.0
2027-06-28,5,32.21
2027-06-28,6,32.78
2027-06-28,7,34.1
2027-06-28,8,36.54
2027-06-28,9,40.2
2027-06-28,10,44.49
2027-06-28,11,48.06
2027-06-28,12,49.49
2027-06-28,13,48.2
2027-06-28,14,45.05
2027-06-28,15,41.93
2027-06-28,16,40.68
2027-06-28,17,41.84
2027-06-28,18,44.05
2027-06-28,19,44.97
2027-06-28,20,43.26
2027-06-28,21,39.67
2027-06-28,22,36.06
2027-06-28,23,33.64
2027-06-28,24,32.47
2027-06-29,1,31.85
2027-06-29,2,31.86
2027-06-29,3,31.87
2027-06-29,4,31.94
