fecha,hora,generacion_kwh
2027-05-15,10,15.09
2027-05-15,11,42.7
2027-05-15,12,92.54
2027-05-15,13,153.59
2027-05-15,14,195.25
2027-05-15,15,190.11
2027-05-15,16,141.78
2027-05-15,17,80.99
2027-05-15,18,35.43
2027-05-15,19,11.87
2027-05-15,20,3.05
2027-05-15,21,0.6
2027-05-15,22,0.09
2027-05-15,23,0.01
2027-05-15,24,0.0
2027-05-16,1,0.0
2027-05-16,2,0.0
2027-05-16,3,0.0
2027-05-16,4,0.0
2027-05-16,5,0.0
2027-05-16,6,0.01
2027-05-16,7,0.07
2027-05-16,8,0.44
2027-05-16,9,2.12
2027-05-16,10,7.83
2027-05-16,11,22.17
2027-05-16,12,48.03
2027-05-16,13,79.72
2027-05-16,14,101.35
2027-05-16,15,98.68
2027-05-16,16,73.59
2027-05-16,17,42.04
2027-05-16,18,18.39
2027-05-16,19,6.16
2027-05-16,20,1.58
2027-05-16,21,0.31
2027-05-16,22,0.05
2027-05-16,23,0.01
2027-05-16,24,0.0
2027-05-17,1,0.0
2027-05-17,2,0.0
2027-05-17,3,0.0
2027-05-17,4,0.0
2027-05-17,5,0.0
2027-05-17,6,0.02
2027-05-17,7,0.13
2027-05-17,8,0.79
2027-05-17,9,3.8
2027-05-17,10,14.05
2027-05-17,11,39.75
2027-05-17,12,86.14
2027-05-17,13,142.97
2027-05-17,14,181.74
2027-05-17,15,176.96
2027-05-17,16,131.97
2027-05-17,17,75.38
2027-05-17,18,32.98
2027-05-17,19,11.05
2027-05-17,20,2.84
2027-05-17,21,0.56
2027-05-17,22,0.08
2027-05-17,23,0.01
2027-05-17,24,0.0
2027-05-18,1,0.0
2027-05-18,2,0.0
2027-05-18,3,0.0
2027-05-18,4,0.0
2027-05-18,5,0.0
2027-05-18,6,0.01
2027-05-18,7,0.09
2027-05-18,8,0.58
2027-05-18,9,2.78
2027-05-18,10,10.26
2027-05-18,11,29.02
2027-05-18,12,62.88
2027-05-18,13,104.37
2027-05-18,14,132.68
2027-05-18,15,129.19
2027-05-18,16,96.34
2027-05-18,17,55.03
2027-05-18,18,24.08
2027-05-18,19,8.07
2027-05-18,20,2.07
2027-05-18,21,0.41
2027-05-18,22,0.06
2027-05-18,23,0.01
2027-05-18,24,0.0
2027-05-19,1,0.0
2027-05-19,2,0.0
2027-05-19,3,0.0
2027-05-19,4,0.0
2027-05-19,5,0.0
2027-05-19,6,0.01
2027-05-19,7,0.1
2027-05-19,8,0.62
2027-05-19,9,2.99
2027-05-19,10,11.05
2027-05-19,11,31.25
2027-05-19,12,67.72
2027-05-19,13,112.4
2027-05-19,14,142.88
2027-05-19,15,139.12
2027-05-19,16,103.75
2027-05-19,17,59.27
2027-05-19,18,25.93
2027-05-19,19,8.69
2027-05-19,20,2.23
2027-05-19,21,0.44
2027-05-19,22,0.07
2027-05-19,23,0.01
2027-05-19,24,0.0
2027-05-20,1,0.0
2027-05-20,2,0.0
2027-05-20,3,0.0
2027-05-20,4,0.0
2027-05-20,5,0.0
2027-05-20,6,0.01
2027-05-20,7,0.12
2027-05-20,8,0.76
2027-05-20,9,3.68
2027-05-20,10,13.6
2027-05-20,11,38.47
2027-05-20,12,83.37
2027-05-20,13,138.37
2027-05-20,14,175.9
2027-05-20,15,171.28
2027-05-20,16,127.73
2027-05-20,17,72.96
2027-05-20,18,31.92
2027-05-20,19,10.7
2027-05-20,20,2.75
2027-05-20,21,0.54
2027-05-20,22,0.08
2027-05-20,23,0.01
2027-05-20,24,0.0
2027-05-21,1,0.0
2027-05-21,2,0.0
2027-05-21,3,0.0
2027-05-21,4,0.0
2027-05-21,5,0.0
2027-05-21,6,0.01
2027-05-21,7,0.07
2027-05-21,8,0.47
2027-05-21,9,2.26
2027-05-21,10,8.33
2027-05-21,11,23.57
2027-05-21,12,51.07
2027-05-21,13,84.76
2027-05-21,14,107.76
2027-05-21,15,104.92
2027-05-21,16,78.25
2027-05-21,17,44.7
2027-05-21,18,19.55
2027-05-21,19,6.55
2027-05-21,20,1.68
2027-05-21,21,0.33
2027-05-21,22,0.05
2027-05-21,23,0.01
2027-05-21,24,0.0
2027-05-22,1,0.0
2027-05-22,2,0.0
2027-05-22,3,0.0
2027-05-22,4,0.0
2027-05-22,5,0.0
2027-05-22,6,0.02
2027-05-22,7,0.14
2027-05-22,8,0.87
2027-05-22,9,4.19
2027-05-22,10,15.47
2027-05-22,11,43.77
2027-05-22,12,94.86
2027-05-22,13,157.44
2027-05-22,14,200.14
2027-05-22,15,194.87
2027-05-22,16,145.33
2027-05-22,17,83.01
2027-05-22,18,36.32
2027-05-22,19,12.17
2027-05-22,20,3.12
2027-05-22,21,0.61
2027-05-22,22,0.09
2027-05-22,23,0.01
2027-05-22,24,0.0
2027-05-23,1,0.0
2027-05-23,2,0.0
2027-05-23,3,0.0
2027-05-23,4,0.0
2027-05-23,5,0.0
2027-05-23,6,0.01
2027-05-23,7,0.07
2027-05-23,8,0.45
2027-05-23,9,2.16
2027-05-23,10,7.97
2027-05-23,11,22.55
2027-05-23,12,48.86
2027-05-23,13,81.09
2027-05-23,14,103.08
2027-05-23,15,100.37
2027-05-23,16,74.85
2027-05-23,17,42.76
2027-05-23,18,18.71
2027-05-23,19,6.27
2027-05-23,20,1.61
2027-05-23,21,0.32
2027-05-23,22,0.05
2027-05-23,23,0.01
2027-05-23,24,0.0
2027-05-24,1,0.0
2027-05-24,2,0.0
2027-05-24,3,0.0
2027-05-24,4,0.0
2027-05-24,5,0.0
2027-05-24,6,0.02
2027-05-24,7,0.13
2027-05-24,8,0.82
2027-05-24,9,3.94
2027-05-24,10,14.54
2027-05-24,11,41.12
2027-05-24,12,89.11
2027-05-24,13,147.91
2027-05-24,14,188.03
2027-05-24,15,183.08
2027-05-24,16,136.54
2027-05-24,17,77.99
2027-05-24,18,34.12
2027-05-24,19,11.43
2027-05-24,20,2.93
2027-05-24,21,0.58
2027-05-24,22,0.09
2027-05-24,23,0.01
2027-05-24,24,0.0
2027-05-25,1,0.0
2027-05-25,2,0.0
2027-05-25,3,0.0
2027-05-25,4,0.0
2027-05-25,5,0.0
2027-05-25,6,0.01
2027-05-25,7,0.09
2027-05-25,8,0.58
2027-05-25,9,2.79
2027-05-25,10,10.32
2027-05-25,11,29.19
2027-05-25,12,63.25
2027-05-25,13,104.97
2027-05-25,14,133.44
2027-05-25,15,129.93
2027-05-25,16,96.9
2027-05-25,17,55.35
2027-05-25,18,24.22
2027-05-25,19,8.11
2027-05-25,20,2.08
2027-05-25,21,0.41
2027-05-25,22,0.06
2027-05-25,23,0.01
2027-05-25,24,0.0
2027-05-26,1,0.0
2027-05-26,2,0.0
2027-05-26,3,0.0
2027-05-26,4,0.0
2027-05-26,5,0.0
2027-05-26,6,0.01
2027-05-26,7,0.1
2027-05-26,8,0.65
2027-05-26,9,3.11
2027-05-26,10,11.5
2027-05-26,11,32.53
2027-05-26,12,70.49
2027-05-26,13,116.99
2027-05-26,14,148.73
2027-05-26,15,144.81
2027-05-26,16,108.0
2027-05-26,17,61.69
2027-05-26,18,26.99
2027-05-26,19,9.04
2027-05-26,20,2.32
2027-05-26,21,0.46
2027-05-26,22,0.07
2027-05-26,23,0.01
2027-05-26,24,0.0
2027-05-27,1,0.0
2027-05-27,2,0.0
2027-05-27,3,0.0
2027-05-27,4,0.0
2027-05-27,5,0.0
2027-05-27,6,0.01
2027-05-27,7,0.12
2027-05-27,8,0.77
2027-05-27,9,3.72
2027-05-27,10,13.73
2027-05-27,11,38.85
2027-05-27,12,84.18
2027-05-27,13,139.71
2027-05-27,14,177.61
2027-05-27,15,172.93
2027-05-27,16,128.97
2027-05-27,17,73.67
2027-05-27,18,32.23
2027-05-27,19,10.8
2027-05-27,20,2.77
2027-05-27,21,0.54
2027-05-27,22,0.08
2027-05-27,23,0.01
2027-05-27,24,0.0
2027-05-28,1,0.0
2027-05-28,2,0.0
2027-05-28,3,0.0
2027-05-28,4,0.0
2027-05-28,5,0.0
2027-05-28,6,0.01
2027-05-28,7,0.08
2027-05-28,8,0.48
2027-05-28,9,2.33
2027-05-28,10,8.62
2027-05-28,11,24.39
2027-05-28,12,52.85
2027-05-28,13,87.71
2027-05-28,14,111.5
2027-05-28,15,108.57
2027-05-28,16,80.97
2027-05-28,17,46.25
2027-05-28,18,20.23
2027-05-28,19,6.78
2027-05-28,20,1.74
2027-05-28,21,0.34
2027-05-28,22,0.05
2027-05-28,23,0.01
2027-05-28,24,0.0
2027-05-29,1,0.0
2027-05-29,2,0.0
2027-05-29,3,0.0
2027-05-29,4,0.0
2027-05-29,5,0.0
2027-05-29,6,0.02
2027-05-29,7,0.14
2027-05-29,8,0.88
2027-05-29,9,4.27
2027-05-29,10,15.76
2027-05-29,11,44.59
2027-05-29,12,96.63
2027-05-29,13,160.37
2027-05-29,14,203.88
2027-05-29,15,198.51
2027-05-29,16,148.04
2027-05-29,17,84.56
2027-05-29,18,37.0
2027-05-29,19,12.4
2027-05-29,20,3.18
2027-05-29,21,0.63
2027-05-29,22,0.09
2027-05-29,23,0.01
2027-05-29,24,0.0
2027-05-30,1,0.0
2027-05-30,2,0.0
2027-05-30,3,0.0
2027-05-30,4,0.0
2027-05-30,5,0.0
2027-05-30,6,0.01
2027-05-30,7,0.07
2027-05-30,8,0.45
2027-05-30,9,2.18
2027-05-30,10,8.07
2027-05-30,11,22.83
2027-05-30,12,49.47
2027-05-30,13,82.11
2027-05-30,14,104.38
2027-05-30,15,101.64
2027-05-30,16,75.8
2027-05-30,17,43.3
2027-05-30,18,18.94
2027-05-30,19,6.35
2027-05-30,20,1.63
2027-05-30,21,0.32
2027-05-30,22,0.05
2027-05-30,23,0.01
2027-05-30,24,0.0
2027-05-31,1,0.0
2027-05-31,2,0.0
2027-05-31,3,0.0
2027-05-31,4,0.0
2027-05-31,5,0.0
2027-05-31,6,0.02
2027-05-31,7,0.13
2027-05-31,8,0.84
2027-05-31,9,4.05
2027-05-31,10,14.95
2027-05-31,11,42.28
2027-05-31,12,91.63
2027-05-31,13,152.08
2027-05-31,14,193.33
2027-05-31,15,188.24
2027-05-31,16,140.38
2027-05-31,17,80.19
2027-05-31,18,35.08
2027-05-31,19,11.76
2027-05-31,20,3.02
2027-05-31,21,0.59
2027-05-31,22,0.09
2027-05-31,23,0.01
2027-05-31,24,0.0
2027-06-01,1,0.0
2027-06-01,2,0.0
2027-06-01,3,0.0
2027-06-01,4,0.0
2027-06-01,5,0.0
2027-06-01,6,0.01
2027-06-01,7,0.09
2027-06-01,8,0.58
2027-06-01,9,2.79
2027-06-01,10,10.32
2027-06-01,11,29.19
2027-06-01,12,63.26
2027-06-01,13,104.99
2027-06-01,14,133.47
2027-06-01,15,129.96
2027-06-01,16,96.92
2027-06-01,17,55.36
2027-06-01,18,24.22
2027-06-01,19,8.12
2027-06-01,20,2.08
2027-06-01,21,0.41
2027-06-01,22,0.06
2027-06-01,23,0.01
2027-06-01,24,0.0
2027-06-02,1,0.0
2027-06-02,2,0.0
2027-06-02,3,0.0
2027-06-02,4,0.0
2027-06-02,5,0.0
2027-06-02,6,0.01
2027-06-02,7,0.11
2027-06-02,8,0.67
2027-06-02,9,3.22
2027-06-02,10,11.9
2027-06-02,11,33.66
2027-06-02,12,72.94
2027-06-02,13,121.07
2027-06-02,14,153.91
2027-06-02,15,149.86
2027-06-02,16,111.76
2027-06-02,17,63.84
2027-06-02,18,27.93
2027-06-02,19,9.36
2027-06-02,20,2.4
2027-06-02,21,0.47
2027-06-02,22,0.07
2027-06-02,23,0.01
2027-06-02,24,0.0
2027-06-03,1,0.0
2027-06-03,2,0.0
2027-06-03,3,0.0
2027-06-03,4,0.0
2027-06-03,5,0.0
2027-06-03,6,0.01
2027-06-03,7,0.12
2027-06-03,8,0.77
2027-06-03,9,3.73
2027-06-03,10,13.78
2027-06-03,11,38.98
2027-06-03,12,84.48
2027-06-03,13,140.21
2027-06-03,14,178.24
2027-06-03,15,173.55
2027-06-03,16,129.43
2027-06-03,17,73.93
2027-06-03,18,32.34
2027-06-03,19,10.84
2027-06-03,20,2.78
2027-06-03,21,0.55
2027-06-03,22,0.08
2027-06-03,23,0.01
2027-06-03,24,0.0
2027-06-04,1,0.0
2027-06-04,2,0.0
2027-06-04,3,0.0
2027-06-04,4,0.0
2027-06-04,5,0.0
2027-06-04,6,0.01
2027-06-04,7,0.08
2027-06-04,8,0.5
2027-06-04,9,2.4
2027-06-04,10,8.88
2027-06-04,11,25.11
2027-06-04,12,54.42
2027-06-04,13,90.32
2027-06-04,14,114.82
2027-06-04,15,111.8
2027-06-04,16,83.38
2027-06-04,17,47.63
2027-06-04,18,20.84
2027-06-04,19,6.98
2027-06-04,20,1.79
2027-06-04,21,0.35
2027-06-04,22,0.05
2027-06-04,23,0.01
2027-06-04,24,0.0
2027-06-05,1,0.0
2027-06-05,2,0.0
2027-06-05,3,0.0
2027-06-05,4,0.0
2027-06-05,5,0.0
2027-06-05,6,0.02
2027-06-05,7,0.14
2027-06-05,8,0.9
2027-06-05,9,4.32
2027-06-05,10,15.96
2027-06-05,11,45.14
2027-06-05,12,97.82
2027-06-05,13,162.36
2027-06-05,14,206.39
2027-06-05,15,200.96
2027-06-05,16,149.87
2027-06-05,17,85.61
2027-06-05,18,37.45
2027-06-05,19,12.55
2027-06-05,20,3.22
2027-06-05,21,0.63
2027-06-05,22,0.1
2027-06-05,23,0.01
2027-06-05,24,0.0
2027-06-06,1,0.0
2027-06-06,2,0.0
2027-06-06,3,0.0
2027-06-06,4,0.0
2027-06-06,5,0.0
2027-06-06,6,0.01
2027-06-06,7,0.07
2027-06-06,8,0.46
2027-06-06,9,2.2
2027-06-06,10,8.13
2027-06-06,11,23.02
2027-06-06,12,49.87
2027-06-06,13,82.78
2027-06-06,14,105.23
2027-06-06,15,102.46
2027-06-06,16,76.41
2027-06-06,17,43.65
2027-06-06,18,19.1
2027-06-06,19,6.4
2027-06-06,20,1.64
2027-06-06,21,0.32
2027-06-06,22,0.05
2027-06-06,23,0.01
2027-06-06,24,0.0
2027-06-07,1,0.0
2027-06-07,2,0.0
2027-06-07,3,0.0
2027-06-07,4,0.0
2027-06-07,5,0.0
2027-06-07,6,0.02
2027-06-07,7,0.14
2027-06-07,8,0.86
2027-06-07,9,4.13
2027-06-07,10,15.27
2027-06-07,11,43.21
2027-06-07,12,93.63
2027-06-07,13,155.4
2027-06-07,14,197.56
2027-06-07,15,192.36
2027-06-07,16,143.46
2027-06-07,17,81.94
2027-06-07,18,35.85
2027-06-07,19,12.01
2027-06-07,20,3.08
2027-06-07,21,0.61
2027-06-07,22,0.09
2027-06-07,23,0.01
2027-06-07,24,0.0
2027-06-08,1,0.0
2027-06-08,2,0.0
2027-06-08,3,0.0
2027-06-08,4,0.0
2027-06-08,5,0.0
2027-06-08,6,0.01
2027-06-08,7,0.09
2027-06-08,8,0.58
2027-06-08,9,2.78
2027-06-08,10,10.26
2027-06-08,11,29.04
2027-06-08,12,62.92
2027-06-08,13,104.44
2027-06-08,14,132.77
2027-06-08,15,129.27
2027-06-08,16,96.41
2027-06-08,17,55.07
2027-06-08,18,24.09
2027-06-08,19,8.07
2027-06-08,20,2.07
2027-06-08,21,0.41
2027-06-08,22,0.06
2027-06-08,23,0.01
2027-06-08,24,0.0
2027-06-09,1,0.0
2027-06-09,2,0.0
2027-06-09,3,0.0
2027-06-09,4,0.0
2027-06-09,5,0.0
2027-06-09,6,0.01
2027-06-09,7,0.11
2027-06-09,8,0.69
2027-06-09,9,3.31
2027-06-09,10,12.24
2027-06-09,11,34.63
2027-06-09,12,75.05
2027-06-09,13,124.56
2027-06-09,14,158.34
2027-06-09,15,154.18
2027-06-09,16,114.98
2027-06-09,17,65.68
2027-06-09,18,28.73
2027-06-09,19,9.63
2027-06-09,20,2.47
2027-06-09,21,0.49
2027-06-09,22,0.07
2027-06-09,23,0.01
2027-06-09,24,0.0
2027-06-10,1,0.0
2027-06-10,2,0.0
2027-06-10,3,0.0
2027-06-10,4,0.0
2027-06-10,5,0.0
2027-06-10,6,0.01
2027-06-10,7,0.12
2027-06-10,8,0.77
2027-06-10,9,3.72
2027-06-10,10,13.74
2027-06-10,11,38.89
2027-06-10,12,84.26
2027-06-10,13,139.86
2027-06-10,14,177.79
2027-06-10,15,173.11
2027-06-10,16,129.1
2027-06-10,17,73.75
2027-06-10,18,32.26
2027-06-10,19,10.81
2027-06-10,20,2.77
2027-06-10,21,0.55
2027-06-10,22,0.08
2027-06-10,23,0.01
2027-06-10,24,0.0
2027-06-11,1,0.0
2027-06-11,2,0.0
2027-06-11,3,0.0
2027-06-11,4,0.0
2027-06-11,5,0.0
2027-06-11,6,0.01
2027-06-11,7,0.08
2027-06-11,8,0.51
2027-06-11,9,2.46
2027-06-11,10,9.1
2027-06-11,11,25.74
2027-06-11,12,55.77
2027-06-11,13,92.57
2027-06-11,14,117.67
2027-06-11,15,114.58
2027-06-11,16,85.45
2027-06-11,17,48.81
2027-06-11,18,21.35
2027-06-11,19,7.16
2027-06-11,20,1.84
2027-06-11,21,0.36
2027-06-11,22,0.05
2027-06-11,23,0.01
2027-06-11,24,0.0
2027-06-12,1,0.0
2027-06-12,2,0.0
2027-06-12,3,0.0
2027-06-12,4,0.0
2027-06-12,5,0.0
2027-06-12,6,0.02
2027-06-12,7,0.14
2027-06-12,8,0.9
2027-06-12,9,4.35
2027-06-12,10,16.05
2027-06-12,11,45.42
2027-06-12,12,98.42
2027-06-12,13,163.35
2027-06-12,14,207.66
2027-06-12,15,202.19
2027-06-12,16,150.79
2027-06-12,17,86.13
2027-06-12,18,37.68
2027-06-12,19,12.63
2027-06-12,20,3.24
2027-06-12,21,0.64
2027-06-12,22,0.1
2027-06-12,23,0.01
2027-06-12,24,0.0
2027-06-13,1,0.0
2027-06-13,2,0.0
2027-06-13,3,0.0
2027-06-13,4,0.0
2027-06-13,5,0.0
2027-06-13,6,0.01
2027-06-13,7,0.07
2027-06-13,8,0.46
2027-06-13,9,2.21
2027-06-13,10,8.17
2027-06-13,11,23.1
2027-06-13,12,50.06
2027-06-13,13,83.09
2027-06-13,14,105.63
2027-06-13,15,102.85
2027-06-13,16,76.7
2027-06-13,17,43.81
2027-06-13,18,19.17
2027-06-13,19,6.42
2027-06-13,20,1.65
2027-06-13,21,0.32
2027-06-13,22,0.05
2027-06-13,23,0.01
2027-06-13,24,0.0
2027-06-14,1,0.0
2027-06-14,2,0.0
2027-06-14,3,0.0
2027-06-14,4,0.0
2027-06-14,5,0.0
2027-06-14,6,0.02
2027-06-14,7,0.14
2027-06-14,8,0.87
2027-06-14,9,4.2
2027-06-14,10,15.51
2027-06-14,11,43.88
2027-06-14,12,95.1
2027-06-14,13,157.83
2027-06-14,14,200.65
2027-06-14,15,195.37
2027-06-14,16,145.7
2027-06-14,17,83.22
2027-06-14,18,36.41
2027-06-14,19,12.2
2027-06-14,20,3.13
2027-06-14,21,0.62
2027-06-14,22,0.09
2027-06-14,23,0.01
2027-06-14,24,0.0
2027-06-15,1,0.0
2027-06-15,2,0.0
2027-06-15,3,0.0
2027-06-15,4,0.0
2027-06-15,5,0.0
2027-06-15,6,0.01
2027-06-15,7,0.09
2027-06-15,8,0.57
2027-06-15,9,2.75
2027-06-15,10,10.15
2027-06-15,11,28.73
2027-06-15,12,62.26
2027-06-15,13,103.33
2027-06-15,14,131.36
2027-06-15,15,127.9
2027-06-15,16,95.39
2027-06-15,17,54.49
2027-06-15,18,23.84
2027-06-15,19,7.99
2027-06-15,20,2.05
2027-06-15,21,0.4
2027-06-15,22,0.06
2027-06-15,23,0.01
2027-06-15,24,0.0
2027-06-16,1,0.0
2027-06-16,2,0.0
2027-06-16,3,0.0
2027-06-16,4,0.0
2027-06-16,5,0.0
2027-06-16,6,0.01
2027-06-16,7,0.11
2027-06-16,8,0.7
2027-06-16,9,3.39
2027-06-16,10,12.52
2027-06-16,11,35.42
2027-06-16,12,76.76
2027-06-16,13,127.4
2027-06-16,14,161.96
2027-06-16,15,157.7
2027-06-16,16,117.61
2027-06-16,17,67.18
2027-06-16,18,29.39
2027-06-16,19,9.85
2027-06-16,20,2.53
2027-06-16,21,0.5
2027-06-16,22,0.07
2027-06-16,23,0.01
2027-06-16,24,0.0
2027-06-17,1,0.0
2027-06-17,2,0.0
2027-06-17,3,0.0
2027-06-17,4,0.0
2027-06-17,5,0.0
2027-06-17,6,0.01
2027-06-17,7,0.12
2027-06-17,8,0.76
2027-06-17,9,3.69
2027-06-17,10,13.63
2027-06-17,11,38.56
2027-06-17,12,83.55
2027-06-17,13,138.67
2027-06-17,14,176.28
2027-06-17,15,171.64
2027-06-17,16,128.01
2027-06-17,17,73.12
2027-06-17,18,31.99
2027-06-17,19,10.72
2027-06-17,20,2.75
2027-06-17,21,0.54
2027-06-17,22,0.08
2027-06-17,23,0.01
2027-06-17,24,0.0
2027-06-18,1,0.0
2027-06-18,2,0.0
2027-06-18,3,0.0
2027-06-18,4,0.0
2027-06-18,5,0.0
2027-06-18,6,0.01
2027-06-18,7,0.08
2027-06-18,8,0.52
2027-06-18,9,2.51
2027-06-18,10,9.28
2027-06-18,11,26.25
2027-06-18,12,56.88
2027-06-18,13,94.4
2027-06-18,14,120.0
2027-06-18,15,116.85
2027-06-18,16,87.14
2027-06-18,17,49.78
2027-06-18,18,21.78
2027-06-18,19,7.3
2027-06-18,20,1.87
2027-06-18,21,0.37
2027-06-18,22,0.06
2027-06-18,23,0.01
2027-06-18,24,0.0
2027-06-19,1,0.0
2027-06-19,2,0.0
2027-06-19,3,0.0
2027-06-19,4,0.0
2027-06-19,5,0.0
2027-06-19,6,0.02
2027-06-19,7,0.14
2027-06-19,8,0.9
2027-06-19,9,4.35
2027-06-19,10,16.05
2027-06-19,11,45.41
2027-06-19,12,98.41
2027-06-19,13,163.34
2027-06-19,14,207.65
2027-06-19,15,202.18
2027-06-19,16,150.78
2027-06-19,17,86.13
2027-06-19,18,37.68
2027-06-19,19,12.63
2027-06-19,20,3.24
2027-06-19,21,0.64
2027-06-19,22,0.1
2027-06-19,23,0.01
2027-06-19,24,0.0
2027-06-20,1,0.0
2027-06-20,2,0.0
2027-06-20,3,0.0
2027-06-20,4,0.0
2027-06-20,5,0.0
2027-06-20,6,0.01
2027-06-20,7,0.07
2027-06-20,8,0.46
2027-06-20,9,2.21
2027-06-20,10,8.16
2027-06-20,11,23.09
2027-06-20,12,50.04
2027-06-20,13,83.05
2027-06-20,14,105.57
2027-06-20,15,102.79
2027-06-20,16,76.66
2027-06-20,17,43.79
2027-06-20,18,19.16
2027-06-20,19,6.42
2027-06-20,20,1.65
2027-06-20,21,0.32
2027-06-20,22,0.05
2027-06-20,23,0.01
2027-06-20,24,0.0
2027-06-21,1,0.0
2027-06-21,2,0.0
2027-06-21,3,0.0
2027-06-21,4,0.0
2027-06-21,5,0.0
2027-06-21,6,0.02
2027-06-21,7,0.14
2027-06-21,8,0.88
2027-06-21,9,4.24
2027-06-21,10,15.66
2027-06-21,11,44.3
2027-06-21,12,95.99
2027-06-21,13,159.32
2027-06-21,14,202.54
2027-06-21,15,197.21
2027-06-21,16,147.07
2027-06-21,17,84.01
2027-06-21,18,36.75
2027-06-21,19,12.32
2027-06-21,20,3.16
2027-06-21,21,0.62
2027-06-21,22,0.09
2027-06-21,23,0.01
2027-06-21,24,0.0
2027-06-22,1,0.0
2027-06-22,2,0.0
2027-06-22,3,0.0
2027-06-22,4,0.0
2027-06-22,5,0.0
2027-06-22,6,0.01
2027-06-22,7,0.09
2027-06-22,8,0.56
2027-06-22,9,2.71
2027-06-22,10,9.99
2027-06-22,11,28.27
2027-06-22,12,61.27
2027-06-22,13,101.69
2027-06-22,14,129.28
2027-06-22,15,125.87
2027-06-22,16,93.87
2027-06-22,17,53.62
2027-06-22,18,23.46
2027-06-22,19,7.86
2027-06-22,20,2.02
2027-06-22,21,0.4
2027-06-22,22,0.06
2027-06-22,23,0.01
2027-06-22,24,0.0
2027-06-23,1,0.0
2027-06-23,2,0.0
2027-06-23,3,0.0
2027-06-23,4,0.0
2027-06-23,5,0.0
2027-06-23,6,0.01
2027-06-23,7,0.11
2027-06-23,8,0.71
2027-06-23,9,3.45
2027-06-23,10,12.73
2027-06-23,11,36.02
2027-06-23,12,78.06
2027-06-23,13,129.55
2027-06-23,14,164.7
2027-06-23,15,160.36
2027-06-23,16,119.59
2027-06-23,17,68.31
2027-06-23,18,29.89
2027-06-23,19,10.02
2027-06-23,20,2.57
2027-06-23,21,0.51
2027-06-23,22,0.08
2027-06-23,23,0.01
2027-06-23,24,0.0
2027-06-24,1,0.0
2027-06-24,2,0.0
2027-06-24,3,0.0
2027-06-24,4,0.0
2027-06-24,5,0.0
2027-06-24,6,0.01
2027-06-24,7,0.12
2027-06-24,8,0.75
2027-06-24,9,3.64
2027-06-24,10,13.43
2027-06-24,11,38.0
2027-06-24,12,82.35
2027-06-24,13,136.67
2027-06-24,14,173.74
2027-06-24,15,169.17
2027-06-24,16,126.16
2027-06-24,17,72.07
2027-06-24,18,31.53
2027-06-24,19,10.57
2027-06-24,20,2.71
2027-06-24,21,0.53
2027-06-24,22,0.08
2027-06-24,23,0.01
2027-06-24,24,0.0
2027-06-25,1,0.0
2027-06-25,2,0.0
2027-06-25,3,0.0
2027-06-25,4,0.0
2027-06-25,5,0.0
2027-06-25,6,0.01
2027-06-25,7,0.08
2027-06-25,8,0.53
2027-06-25,9,2.55
2027-06-25,10,9.41
2027-06-25,11,26.63
2027-06-25,12,57.72
2027-06-25,13,95.79
2027-06-25,14,121.78
2027-06-25,15,118.57
2027-06-25,16,88.43
2027-06-25,17,50.51
2027-06-25,18,22.1
2027-06-25,19,7.41
2027-06-25,20,1.9
2027-06-25,21,0.37
2027-06-25,22,0.06
2027-06-25,23,0.01
2027-06-25,24,0.0
2027-06-26,1,0.0
2027-06-26,2,0.0
2027-06-26,3,0.0
2027-06-26,4,0.0
2027-06-26,5,0.0
2027-06-26,6,0.02
2027-06-26,7,0.14
2027-06-26,8,0.9
2027-06-26,9,4.32
2027-06-26,10,15.95
2027-06-26,11,45.13
2027-06-26,12,97.81
2027-06-26,13,162.33
2027-06-26,14,206.36
2027-06-26,15,200.93
2027-06-26,16,149.85
2027-06-26,17,85.6
2027-06-26,18,37.45
2027-06-26,19,12.55
2027-06-26,20,3.22
2027-06-26,21,0.63
2027-06-26,22,0.1
2027-06-26,23,0.01
2027-06-26,24,0.0
2027-06-27,1,0.0
2027-06-27,2,0.0
2027-06-27,3,0.0
2027-06-27,4,0.0
2027-06-27,5,0.0
2027-06-27,6,0.01
2027-06-27,7,0.07
2027-06-27,8,0.46
2027-06-27,9,2.2
2027-06-27,10,8.12
2027-06-27,11,22.98
2027-06-27,12,49.8
2027-06-27,13,82.65
2027-06-27,14,105.07
2027-06-27,15,102.3
2027-06-27,16,76.29
2027-06-27,17,43.58
2027-06-27,18,19.07
2027-06-27,19,6.39
2027-06-27,20,1.64
2027-06-27,21,0.32
2027-06-27,22,0.05
2027-06-27,23,0.01
2027-06-27,24,0.0
2027-06-28,1,0.0
2027-06-28,2,0.0
2027-06-28,3,0.0
2027-06-28,4,0.0
2027-06-28,5,0.0
2027-06-28,6,0.02
2027-06-28,7,0.14
2027-06-28,8,0.88
2027-06-28,9,4.25
2027-06-28,10,15.71
2027-06-28,11,44.44
2027-06-28,12,96.3
2027-06-28,13,159.84
2027-06-28,14,203.2
2027-06-28,15,197.85
2027-06-28,16,147.55
2027-06-28,17,84.28
2027-06-28,18,36.87
2027-06-28,19,12.36
2027-06-28,20,3.17
2027-06-28,21,0.62
2027-06-28,22,0.09
2027-06-28,23,0.01
2027-06-28,24,0.0
2027-06-29,1,0.0
2027-06-29,2,0.0
2027-06-29,3,0.0
2027-06-29,4,0.0
